PanProtein	is_ecoli_homolog
pan_189_v1.0.1_identical	0
pan_190_v1.0.1_identical	0
pan_191_v1.0.1_identical	0
pan_192_v1.0.1_identical	0
pan_193_v1.0.1_identical	0
pan_194_v1.0.1_identical	0
pan_195_v1.0.1_identical	0
pan_196_v1.0.1_identical	0
pan_197_v1.0.1_identical	0
pan_198_v1.0.1_identical	0
pan_199_v1.0.1_identical	0
pan_200_v1.0.1_identical	0
pan_201_v1.0.1_identical	0
pan_202_v1.0.1_identical	0
pan_203_v1.0.1_identical	0
pan_204_v1.0.1_identical	0
pan_205_v1.0.1_identical	0
pan_206_v1.0.1_identical	0
pan_207_v1.0.1_identical	0
pan_208_v1.0.1_identical	0
pan_209_v1.0.1_identical	0
pan_210_v1.0.1_identical	0
pan_211_v1.0.1_identical	0
pan_212_v1.0.1_identical	0
pan_213_v1.0.1_identical	0
pan_214_v1.0.1_identical	0
pan_215_v1.0.1_identical	0
pan_216_v1.0.1_identical	0
pan_217_v1.0.1_identical	0
pan_218_v1.0.1_identical	0
pan_219_v1.0.1_identical	0
pan_220_v1.0.1_identical	0
pan_221_v1.0.1_identical	0
pan_222_v1.0.1_identical	0
pan_223_v1.0.1_identical	0
pan_224_v1.0.1_identical	0
pan_225_v1.0.1_identical	0
pan_227_v1.0.1_identical	0
pan_228_v1.0.1_identical	0
pan_229_v1.0.1_identical	0
pan_230_v1.0.1_identical	0
pan_231_v1.0.1_identical	0
pan_232_v1.0.1_identical	0
pan_233_v1.0.1_identical	0
pan_234_v1.0.1_identical	0
pan_235_v1.0.1_identical	0
pan_236_v1.0.1_identical	0
pan_237_v1.0.1_identical	0
pan_238_v1.0.1_identical	0
pan_239_v1.0.1_identical	0
pan_240_v1.0.1_identical	1
pan_241_v1.0.1_identical	0
pan_242_v1.0.1_identical	0
pan_243_v1.0.1_identical	0
pan_244_v1.0.1_identical	0
pan_245_v1.0.1_identical	0
pan_246_v1.0.1_identical	0
pan_248_v1.0.1_identical	0
pan_249_v1.0.1_identical	0
pan_250_v1.0.1_identical	0
pan_252_v1.0.1_identical	0
pan_253_v1.0.1_identical	0
pan_254_v1.0.1_identical	0
pan_255_v1.0.1_identical	0
pan_256_v1.0.1_identical	0
pan_257_v1.0.1_identical	0
pan_258_v1.0.1_identical	0
pan_259_v1.0.1_identical	0
pan_260_v1.0.1_identical	0
pan_261_v1.0.1_identical	0
pan_262_v1.0.1_identical	0
pan_264_v1.0.1_identical	0
pan_265_v1.0.1_identical	0
pan_266_v1.0.1_identical	0
pan_267_v1.0.1_identical	0
pan_268_v1.0.1_identical	0
pan_269_v1.0.1_identical	0
pan_270_v1.0.1_identical	0
pan_271_v1.0.1_identical	0
pan_272_v1.0.1_identical	0
pan_273_v1.0.1_identical	0
pan_274_v1.0.1_identical	0
pan_275_v1.0.1_identical	0
pan_276_v1.0.1_identical	0
pan_277_v1.0.1_identical	0
pan_279_v1.0.1_identical	0
pan_280_v1.0.1_identical	0
pan_281_v1.0.1_identical	0
pan_282_v1.0.1_identical	0
pan_284_v1.0.1_identical	0
pan_285_v1.0.1_identical	0
pan_287_v1.0.1_identical	0
pan_288_v1.0.1_identical	0
pan_289_v1.0.1_identical	0
pan_290_v1.0.1_identical	0
pan_291_v1.0.1_identical	0
pan_292_v1.0.1_identical	0
pan_293_v1.0.1_identical	0
pan_294_v1.0.1_identical	0
pan_295_v1.0.1_identical	0
pan_296_v1.0.1_identical	0
pan_297_v1.0.1_identical	0
pan_298_v1.0.1_identical	0
pan_299_v1.0.1_identical	0
pan_300_v1.0.1_identical	0
pan_301_v1.0.1_identical	0
pan_302_v1.0.1_identical	0
pan_303_v1.0.1_identical	0
pan_304_v1.0.1_identical	0
pan_305_v1.0.1_identical	0
pan_306_v1.0.1_identical	0
pan_307_v1.0.1_identical	0
pan_308_v1.0.1_identical	0
pan_309_v1.0.1_identical	0
pan_310_v1.0.1_identical	0
pan_312_v1.0.1_identical	0
pan_313_v1.0.1_identical	0
pan_314_v1.0.1_identical	0
pan_315_v1.0.1_identical	0
pan_316_v1.0.1_identical	0
pan_317_v1.0.1_identical	0
pan_319_v1.0.1_identical	0
pan_320_v1.0.1_identical	0
pan_321_v1.0.1_identical	0
pan_322_v1.0.1_identical	0
pan_323_v1.0.1_identical	0
pan_324_v1.0.1_identical	0
pan_325_v1.0.1_identical	0
pan_326_v1.0.1_identical	0
pan_327_v1.0.1_identical	0
pan_328_v1.0.1_identical	0
pan_329_v1.0.1_identical	0
pan_330_v1.0.1_identical	0
pan_331_v1.0.1_identical	0
pan_332_v1.0.1_identical	0
pan_333_v1.0.1_identical	0
pan_334_v1.0.1_identical	0
pan_335_v1.0.1_identical	0
pan_336_v1.0.1_identical	0
pan_337_v1.0.1_identical	0
pan_338_v1.0.1_identical	0
pan_339_v1.0.1_identical	0
pan_340_v1.0.1_identical	0
pan_341_v1.0.1_identical	0
pan_342_v1.0.1_identical	0
pan_343_v1.0.1_identical	0
pan_345_v1.0.1_identical	0
pan_346_v1.0.1_identical	0
pan_347_v1.0.1_identical	0
pan_348_v1.0.1_identical	0
pan_349_v1.0.1_identical	0
pan_350_v1.0.1_identical	0
pan_351_v1.0.1_identical	0
pan_353_v1.0.1_identical	0
pan_354_v1.0.1_identical	0
pan_356_v1.0.1_identical	0
pan_357_v1.0.1_identical	0
pan_358_v1.0.1_identical	0
pan_359_v1.0.1_identical	0
pan_360_v1.0.1_identical	0
pan_361_v1.0.1_identical	0
pan_362_v1.0.1_identical	0
pan_363_v1.0.1_identical	0
pan_364_v1.0.1_identical	0
pan_365_v1.0.1_identical	0
pan_366_v1.0.1_identical	0
pan_367_v1.0.1_identical	0
pan_368_v1.0.1_identical	0
pan_370_v1.0.1_identical	0
pan_371_v1.0.1_identical	0
pan_372_v1.0.1_identical	0
pan_373_v1.0.1_identical	0
pan_376_v1.0.1_identical	0
pan_377_v1.0.1_identical	0
pan_378_v1.0.1_identical	0
pan_379_v1.0.1_identical	0
pan_380_v1.0.1_identical	0
pan_381_v1.0.1_identical	0
pan_382_v1.0.1_identical	0
pan_383_v1.0.1_identical	0
pan_384_v1.0.1_identical	0
pan_385_v1.0.1_identical	0
pan_386_v1.0.1_identical	0
pan_387_v1.0.1_identical	0
pan_388_v1.0.1_identical	0
pan_389_v1.0.1_identical	0
pan_390_v1.0.1_identical	0
pan_391_v1.0.1_identical	0
pan_392_v1.0.1_identical	0
pan_393_v1.0.1_identical	0
pan_394_v1.0.1_identical	0
pan_395_v1.0.1_identical	0
pan_396_v1.0.1_identical	0
pan_397_v1.0.1_identical	1
pan_398_v1.0.1_identical	0
pan_399_v1.0.1_identical	0
pan_400_v1.0.1_identical	0
pan_401_v1.0.1_identical	0
pan_402_v1.0.1_identical	0
pan_403_v1.0.1_identical	0
pan_404_v1.0.1_identical	0
pan_405_v1.0.1_identical	0
pan_406_v1.0.1_identical	0
pan_407_v1.0.1_identical	0
pan_408_v1.0.1_identical	0
pan_409_v1.0.1_identical	0
pan_410_v1.0.1_identical	0
pan_411_v1.0.1_identical	0
pan_412_v1.0.1_identical	0
pan_414_v1.0.1_identical	0
pan_415_v1.0.1_identical	0
pan_416_v1.0.1_identical	0
pan_417_v1.0.1_identical	0
pan_418_v1.0.1_identical	0
pan_421_v1.0.1_identical	0
pan_422_v1.0.1_identical	0
pan_423_v1.0.1_identical	0
pan_424_v1.0.1_identical	0
pan_425_v1.0.1_identical	0
pan_426_v1.0.1_identical	0
pan_427_v1.0.1_identical	0
pan_428_v1.0.1_identical	0
pan_429_v1.0.1_identical	0
pan_430_v1.0.1_identical	0
pan_431_v1.0.1_identical	0
pan_433_v1.0.1_identical	0
pan_435_v1.0.1_identical	0
pan_436_v1.0.1_identical	0
pan_437_v1.0.1_identical	0
pan_438_v1.0.1_identical	0
pan_439_v1.0.1_identical	0
pan_440_v1.0.1_identical	0
pan_441_v1.0.1_identical	0
pan_442_v1.0.1_identical	0
pan_443_v1.0.1_identical	0
pan_444_v1.0.1_identical	0
pan_445_v1.0.1_identical	0
pan_446_v1.0.1_identical	0
pan_447_v1.0.1_identical	0
pan_448_v1.0.1_identical	0
pan_449_v1.0.1_identical	0
pan_450_v1.0.1_identical	0
pan_451_v1.0.1_identical	0
pan_452_v1.0.1_identical	0
pan_453_v1.0.1_identical	0
pan_454_v1.0.1_identical	0
pan_455_v1.0.1_identical	0
pan_456_v1.0.1_identical	0
pan_458_v1.0.1_identical	0
pan_459_v1.0.1_identical	0
pan_460_v1.0.1_identical	0
pan_461_v1.0.1_identical	0
pan_462_v1.0.1_identical	0
pan_463_v1.0.1_identical	0
pan_464_v1.0.1_identical	0
pan_465_v1.0.1_identical	0
pan_466_v1.0.1_identical	0
pan_467_v1.0.1_identical	0
pan_468_v1.0.1_identical	0
pan_469_v1.0.1_identical	0
pan_470_v1.0.1_identical	0
pan_471_v1.0.1_identical	0
pan_472_v1.0.1_identical	0
pan_473_v1.0.1_identical	0
pan_474_v1.0.1_identical	0
pan_475_v1.0.1_identical	0
pan_476_v1.0.1_identical	0
pan_477_v1.0.1_identical	0
pan_478_v1.0.1_identical	0
pan_479_v1.0.1_identical	0
pan_480_v1.0.1_identical	0
pan_481_v1.0.1_identical	0
pan_482_v1.0.1_identical	0
pan_483_v1.0.1_identical	0
pan_484_v1.0.1_identical	0
pan_486_v1.0.1_identical	0
pan_487_v1.0.1_identical	0
pan_488_v1.0.1_identical	0
pan_489_v1.0.1_identical	0
pan_490_v1.0.1_identical	0
pan_491_v1.0.1_identical	0
pan_492_v1.0.1_identical	0
pan_493_v1.0.1_identical	0
pan_494_v1.0.1_identical	0
pan_495_v1.0.1_identical	0
pan_496_v1.0.1_identical	0
pan_497_v1.0.1_identical	0
pan_498_v1.0.1_identical	0
pan_499_v1.0.1_identical	0
pan_500_v1.0.1_identical	0
pan_501_v1.0.1_identical	0
pan_502_v1.0.1_identical	0
pan_503_v1.0.1_identical	0
pan_504_v1.0.1_identical	0
pan_505_v1.0.1_identical	0
pan_506_v1.0.1_identical	0
pan_507_v1.0.1_identical	0
pan_508_v1.0.1_identical	0
pan_509_v1.0.1_identical	0
pan_510_v1.0.1_identical	0
pan_511_v1.0.1_identical	0
pan_512_v1.0.1_identical	0
pan_513_v1.0.1_identical	0
pan_514_v1.0.1_identical	0
pan_515_v1.0.1_identical	0
pan_516_v1.0.1_identical	0
pan_517_v1.0.1_identical	0
pan_518_v1.0.1_identical	0
pan_519_v1.0.1_identical	0
pan_521_v1.0.1_identical	0
pan_522_v1.0.1_identical	0
pan_523_v1.0.1_identical	0
pan_524_v1.0.1_identical	0
pan_525_v1.0.1_identical	0
pan_526_v1.0.1_identical	0
pan_527_v1.0.1_identical	0
pan_528_v1.0.1_identical	0
pan_529_v1.0.1_identical	0
pan_530_v1.0.1_identical	0
pan_531_v1.0.1_identical	0
pan_532_v1.0.1_identical	0
pan_533_v1.0.1_identical	0
pan_534_v1.0.1_identical	0
pan_535_v1.0.1_identical	0
pan_536_v1.0.1_identical	0
pan_537_v1.0.1_identical	0
pan_538_v1.0.1_identical	0
pan_539_v1.0.1_identical	0
pan_540_v1.0.1_identical	0
pan_542_v1.0.1_identical	0
pan_543_v1.0.1_identical	0
pan_544_v1.0.1_identical	0
pan_546_v1.0.1_identical	0
pan_547_v1.0.1_identical	0
pan_548_v1.0.1_identical	0
pan_549_v1.0.1_identical	0
pan_550_v1.0.1_identical	0
pan_551_v1.0.1_identical	0
pan_552_v1.0.1_identical	0
pan_553_v1.0.1_identical	0
pan_554_v1.0.1_identical	0
pan_555_v1.0.1_identical	0
pan_556_v1.0.1_identical	0
pan_557_v1.0.1_identical	0
pan_558_v1.0.1_identical	0
pan_559_v1.0.1_identical	0
pan_560_v1.0.1_identical	0
pan_561_v1.0.1_identical	0
pan_562_v1.0.1_identical	0
pan_563_v1.0.1_identical	0
pan_564_v1.0.1_identical	0
pan_565_v1.0.1_identical	0
pan_566_v1.0.1_identical	0
pan_567_v1.0.1_identical	0
pan_569_v1.0.1_identical	0
pan_570_v1.0.1_identical	0
pan_571_v1.0.1_identical	0
pan_572_v1.0.1_identical	0
pan_573_v1.0.1_identical	0
pan_574_v1.0.1_identical	0
pan_575_v1.0.1_identical	0
pan_576_v1.0.1_identical	0
pan_577_v1.0.1_identical	0
pan_578_v1.0.1_identical	0
pan_579_v1.0.1_identical	0
pan_580_v1.0.1_identical	0
pan_581_v1.0.1_identical	0
pan_583_v1.0.1_identical	0
pan_585_v1.0.1_identical	0
pan_586_v1.0.1_identical	0
pan_587_v1.0.1_identical	0
pan_588_v1.0.1_identical	0
pan_589_v1.0.1_identical	0
pan_590_v1.0.1_identical	0
pan_591_v1.0.1_identical	0
pan_592_v1.0.1_identical	0
pan_593_v1.0.1_identical	0
pan_594_v1.0.1_identical	0
pan_595_v1.0.1_identical	0
pan_596_v1.0.1_identical	0
pan_597_v1.0.1_identical	0
pan_598_v1.0.1_identical	0
pan_600_v1.0.1_identical	0
pan_601_v1.0.1_identical	0
pan_602_v1.0.1_identical	0
pan_603_v1.0.1_identical	0
pan_604_v1.0.1_identical	0
pan_605_v1.0.1_identical	0
pan_606_v1.0.1_identical	0
pan_607_v1.0.1_identical	0
pan_608_v1.0.1_identical	0
pan_610_v1.0.1_identical	0
pan_611_v1.0.1_identical	0
pan_612_v1.0.1_identical	0
pan_613_v1.0.1_identical	0
pan_614_v1.0.1_identical	0
pan_615_v1.0.1_identical	0
pan_616_v1.0.1_identical	0
pan_617_v1.0.1_identical	0
pan_619_v1.0.1_identical	0
pan_620_v1.0.1_identical	0
pan_621_v1.0.1_identical	0
pan_622_v1.0.1_identical	0
pan_623_v1.0.1_identical	0
pan_624_v1.0.1_identical	0
pan_625_v1.0.1_identical	0
pan_626_v1.0.1_identical	0
pan_627_v1.0.1_identical	0
pan_629_v1.0.1_identical	0
pan_630_v1.0.1_identical	0
pan_631_v1.0.1_identical	0
pan_632_v1.0.1_identical	0
pan_633_v1.0.1_identical	0
pan_634_v1.0.1_identical	0
pan_635_v1.0.1_identical	0
pan_636_v1.0.1_identical	0
pan_637_v1.0.1_identical	0
pan_638_v1.0.1_identical	0
pan_639_v1.0.1_identical	0
pan_640_v1.0.1_identical	0
pan_641_v1.0.1_identical	0
pan_642_v1.0.1_identical	0
pan_643_v1.0.1_identical	0
pan_644_v1.0.1_identical	0
pan_645_v1.0.1_identical	0
pan_646_v1.0.1_identical	0
pan_647_v1.0.1_identical	0
pan_648_v1.0.1_identical	0
pan_649_v1.0.1_identical	0
pan_650_v1.0.1_identical	0
pan_651_v1.0.1_identical	0
pan_652_v1.0.1_identical	0
pan_653_v1.0.1_identical	0
pan_654_v1.0.1_identical	0
pan_655_v1.0.1_identical	0
pan_656_v1.0.1_identical	0
pan_657_v1.0.1_identical	0
pan_658_v1.0.1_identical	0
pan_659_v1.0.1_identical	0
pan_660_v1.0.1_identical	0
pan_661_v1.0.1_identical	0
pan_662_v1.0.1_identical	0
pan_663_v1.0.1_identical	0
pan_664_v1.0.1_identical	0
pan_665_v1.0.1_identical	0
pan_666_v1.0.1_identical	0
pan_667_v1.0.1_identical	0
pan_668_v1.0.1_identical	0
pan_669_v1.0.1_identical	0
pan_670_v1.0.1_identical	0
pan_672_v1.0.1_identical	0
pan_673_v1.0.1_identical	0
pan_674_v1.0.1_identical	0
pan_675_v1.0.1_identical	0
pan_676_v1.0.1_identical	0
pan_677_v1.0.1_identical	0
pan_678_v1.0.1_identical	0
pan_679_v1.0.1_identical	0
pan_680_v1.0.1_identical	0
pan_681_v1.0.1_identical	0
pan_682_v1.0.1_identical	0
pan_683_v1.0.1_identical	0
pan_684_v1.0.1_identical	0
pan_685_v1.0.1_identical	0
pan_686_v1.0.1_identical	0
pan_687_v1.0.1_identical	0
pan_691_v1.0.1_identical	0
pan_692_v1.0.1_identical	0
pan_693_v1.0.1_identical	0
pan_694_v1.0.1_identical	0
pan_695_v1.0.1_identical	0
pan_696_v1.0.1_identical	0
pan_697_v1.0.1_identical	0
pan_698_v1.0.1_identical	0
pan_699_v1.0.1_identical	0
pan_700_v1.0.1_identical	0
pan_701_v1.0.1_identical	0
pan_702_v1.0.1_identical	0
pan_703_v1.0.1_identical	0
pan_704_v1.0.1_identical	0
pan_705_v1.0.1_identical	0
pan_706_v1.0.1_identical	0
pan_709_v1.0.1_identical	0
pan_710_v1.0.1_identical	0
pan_711_v1.0.1_identical	0
pan_712_v1.0.1_identical	0
pan_713_v1.0.1_identical	0
pan_714_v1.0.1_identical	0
pan_715_v1.0.1_identical	0
pan_716_v1.0.1_identical	0
pan_717_v1.0.1_identical	0
pan_718_v1.0.1_identical	0
pan_719_v1.0.1_identical	0
pan_720_v1.0.1_identical	0
pan_721_v1.0.1_identical	0
pan_722_v1.0.1_identical	0
pan_723_v1.0.1_identical	0
pan_724_v1.0.1_identical	0
pan_725_v1.0.1_identical	0
pan_726_v1.0.1_identical	0
pan_727_v1.0.1_identical	0
pan_728_v1.0.1_identical	0
pan_729_v1.0.1_identical	0
pan_730_v1.0.1_identical	0
pan_731_v1.0.1_identical	0
pan_732_v1.0.1_identical	0
pan_733_v1.0.1_identical	0
pan_734_v1.0.1_identical	0
pan_735_v1.0.1_identical	0
pan_736_v1.0.1_identical	0
pan_737_v1.0.1_identical	0
pan_738_v1.0.1_identical	0
pan_739_v1.0.1_identical	0
pan_740_v1.0.1_identical	0
pan_741_v1.0.1_identical	0
pan_742_v1.0.1_identical	0
pan_743_v1.0.1_identical	0
pan_744_v1.0.1_identical	0
pan_745_v1.0.1_identical	0
pan_746_v1.0.1_identical	0
pan_747_v1.0.1_identical	0
pan_748_v1.0.1_identical	0
pan_749_v1.0.1_identical	0
pan_750_v1.0.1_identical	0
pan_751_v1.0.1_identical	0
pan_753_v1.0.1_identical	0
pan_754_v1.0.1_identical	0
pan_755_v1.0.1_identical	0
pan_757_v1.0.1_identical	0
pan_758_v1.0.1_identical	0
pan_759_v1.0.1_identical	0
pan_761_v1.0.1_identical	0
pan_762_v1.0.1_identical	0
pan_763_v1.0.1_identical	0
pan_764_v1.0.1_identical	0
pan_767_v1.0.1_identical	0
pan_768_v1.0.1_identical	0
pan_769_v1.0.1_identical	0
pan_770_v1.0.1_identical	0
pan_771_v1.0.1_identical	0
pan_773_v1.0.1_identical	0
pan_774_v1.0.1_identical	0
pan_775_v1.0.1_identical	0
pan_776_v1.0.1_identical	0
pan_777_v1.0.1_identical	0
pan_778_v1.0.1_identical	0
pan_779_v1.0.1_identical	0
pan_780_v1.0.1_identical	0
pan_781_v1.0.1_identical	0
pan_782_v1.0.1_identical	0
pan_783_v1.0.1_identical	0
pan_784_v1.0.1_identical	0
pan_785_v1.0.1_identical	0
pan_786_v1.0.1_identical	0
pan_787_v1.0.1_identical	0
pan_788_v1.0.1_identical	0
pan_789_v1.0.1_identical	0
pan_790_v1.0.1_identical	0
pan_791_v1.0.1_identical	0
pan_792_v1.0.1_identical	0
pan_793_v1.0.1_identical	0
pan_794_v1.0.1_identical	0
pan_795_v1.0.1_identical	0
pan_796_v1.0.1_identical	0
pan_797_v1.0.1_identical	0
pan_798_v1.0.1_identical	0
pan_799_v1.0.1_identical	0
pan_800_v1.0.1_identical	0
pan_801_v1.0.1_identical	0
pan_802_v1.0.1_identical	0
pan_803_v1.0.1_identical	0
pan_804_v1.0.1_identical	0
pan_805_v1.0.1_identical	0
pan_806_v1.0.1_identical	0
pan_808_v1.0.1_identical	0
pan_809_v1.0.1_identical	0
pan_810_v1.0.1_identical	0
pan_812_v1.0.1_identical	0
pan_813_v1.0.1_identical	0
pan_814_v1.0.1_identical	0
pan_815_v1.0.1_identical	0
pan_816_v1.0.1_identical	0
pan_817_v1.0.1_identical	0
pan_818_v1.0.1_identical	0
pan_819_v1.0.1_identical	0
pan_820_v1.0.1_identical	0
pan_821_v1.0.1_identical	0
pan_822_v1.0.1_identical	0
pan_823_v1.0.1_identical	0
pan_824_v1.0.1_identical	0
pan_825_v1.0.1_identical	0
pan_826_v1.0.1_identical	0
pan_827_v1.0.1_identical	0
pan_828_v1.0.1_identical	0
pan_829_v1.0.1_identical	0
pan_830_v1.0.1_identical	0
pan_831_v1.0.1_identical	0
pan_832_v1.0.1_identical	0
pan_833_v1.0.1_identical	0
pan_834_v1.0.1_identical	0
pan_835_v1.0.1_identical	0
pan_836_v1.0.1_identical	0
pan_837_v1.0.1_identical	0
pan_838_v1.0.1_identical	0
pan_839_v1.0.1_identical	0
pan_840_v1.0.1_identical	0
pan_841_v1.0.1_identical	0
pan_842_v1.0.1_identical	0
pan_843_v1.0.1_identical	0
pan_844_v1.0.1_identical	0
pan_845_v1.0.1_identical	0
pan_846_v1.0.1_identical	0
pan_847_v1.0.1_identical	0
pan_848_v1.0.1_identical	0
pan_849_v1.0.1_identical	1
pan_851_v1.0.1_identical	0
pan_853_v1.0.1_identical	0
pan_854_v1.0.1_identical	0
pan_855_v1.0.1_identical	0
pan_856_v1.0.1_identical	0
pan_857_v1.0.1_identical	0
pan_858_v1.0.1_identical	0
pan_860_v1.0.1_identical	0
pan_862_v1.0.1_identical	0
pan_863_v1.0.1_identical	0
pan_864_v1.0.1_identical	0
pan_865_v1.0.1_identical	0
pan_866_v1.0.1_identical	0
pan_867_v1.0.1_identical	0
pan_868_v1.0.1_identical	0
pan_869_v1.0.1_identical	0
pan_870_v1.0.1_identical	0
pan_871_v1.0.1_identical	0
pan_872_v1.0.1_identical	0
pan_873_v1.0.1_identical	0
pan_874_v1.0.1_identical	0
pan_875_v1.0.1_identical	0
pan_876_v1.0.1_identical	0
pan_877_v1.0.1_identical	0
